,from,mid,last,TA,S,predict,real
7050,851008,851010,851006,Default Transition,Default Rephrase,,Restating
7051,851014,851016,851015,Default Transition,Default Inference,,Arguing
7052,851020,851026,851025,Default Transition,Default Inference,,Arguing
7053,851028,851030,851029,Default Transition,Default Conflict,,Disagreeing
7054,851035,851037,851036,Default Transition,Default Conflict,,Disagreeing
7055,851054,851056,851055,Default Transition,Default Rephrase,,Restating
7056,851058,851060,851059,Default Transition,Default Rephrase,,Restating
7057,851062,851064,851063,Default Transition,Default Rephrase,,Restating
7058,851068,851070,851069,Default Transition,Default Inference,,Arguing
7059,851074,851077,851076,Default Transition,Default Inference,,Arguing
7060,851046,851079,851078,Default Transition,Default Rephrase,,Restating
7061,851048,851081,851080,Default Transition,Default Rephrase,,Restating
7062,851050,851083,851082,Default Transition,Default Rephrase,,Restating
7063,851088,851090,851089,Default Transition,Default Rephrase,,Restating
7064,851093,851097,851096,Default Transition,Default Inference,,Arguing
7065,851103,851106,851105,Default Transition,Default Inference,,Arguing
7066,851107,851109,851108,Default Transition,Default Inference,,Arguing
7067,851113,851115,851114,Default Transition,Default Conflict,,Disagreeing
7068,851116,851118,851117,Default Transition,Default Inference,,Arguing
7069,851120,851122,851121,Default Transition,Default Rephrase,,Restating
7070,851125,851127,851126,Default Transition,Default Inference,,Arguing
7071,851131,851133,851132,Default Transition,Default Conflict,,Disagreeing
7072,851136,851137,851135,Default Transition,Default Inference,,Arguing
7073,851139,851141,851140,Default Transition,Default Rephrase,,Restating
7074,851144,851146,851145,Default Transition,Default Inference,,Arguing
7075,851148,851149,851147,Default Transition,Default Inference,,Arguing
7076,851152,851154,851153,Default Transition,Default Rephrase,,Restating
7077,851156,851158,851157,Default Transition,Default Rephrase,,Restating
7078,851164,851166,851165,Default Transition,Default Inference,,Arguing
7079,851168,851170,851169,Default Transition,Default Inference,,Arguing
7080,851176,851178,851177,Default Transition,Default Rephrase,,Default Illocuting
7081,851180,851182,851181,Default Transition,Default Conflict,,Disagreeing
7082,851183,851187,851186,Default Transition,Default Inference,,Arguing
7083,851189,851193,851192,Default Transition,Default Rephrase,,Restating
7084,851200,851201,851199,Default Transition,Default Rephrase,,Restating
7085,851205,851207,851206,Default Transition,Default Rephrase,,Restating
7086,851160,851209,851208,Default Transition,Default Conflict,,Disagreeing
7087,851222,851223,851221,Default Transition,Default Inference,,Arguing
7088,851227,851228,851226,Default Transition,Default Rephrase,,Restating
7089,851231,851234,851230,Default Transition,Default Inference,,Arguing
7090,851237,851239,851238,Default Transition,Default Rephrase,,Restating
7091,851241,851243,851242,Default Transition,Default Inference,,Arguing
7092,851248,851253,851252,Default Transition,Default Rephrase,,Restating
7093,851250,851255,851254,Default Transition,Default Rephrase,,Restating
7094,851258,851260,851259,Default Transition,Default Conflict,,Disagreeing
7095,851267,851269,851268,Default Transition,Default Rephrase,,Restating
7096,851270,851272,851271,Default Transition,Default Rephrase,,Restating
7097,851279,851280,851278,Default Transition,Default Rephrase,,Restating
7098,851282,851284,851283,Default Transition,Default Inference,,Arguing
7099,851290,851291,851289,Default Transition,Default Rephrase,,Restating
7100,851293,851294,851292,Default Transition,Default Rephrase,,Restating
7101,851298,851300,851296,Default Transition,Default Rephrase,,Restating
7102,851299,851301,851297,Default Transition,Default Rephrase,,Restating
7103,851303,851305,851304,Default Transition,Default Rephrase,,Restating
7104,851306,851308,851307,Default Transition,Default Rephrase,,Restating
7105,851315,851317,851316,Default Transition,Default Rephrase,,Default Illocuting
7106,851324,851328,851327,Default Transition,Default Rephrase,,Restating
7107,851325,851329,851326,Default Transition,Default Rephrase,,Restating
7108,851332,851334,851333,Default Transition,Default Inference,,Arguing
7109,851351,851352,851349,Default Transition,Default Inference,,Arguing
7110,851355,851356,851354,Default Transition,Default Rephrase,,Restating
7111,851358,851359,851357,Default Transition,Default Rephrase,,Restating
7112,851362,851364,851363,Default Transition,Default Rephrase,,Restating
7113,851361,851366,851365,Default Transition,Default Rephrase,,Restating
7114,851369,851371,851370,Default Transition,Default Rephrase,,Default Illocuting
7115,851374,851376,851375,Default Transition,Default Rephrase,,Restating
7116,851378,851380,851379,Default Transition,Default Rephrase,,Restating
7117,851382,851384,851383,Default Transition,Default Rephrase,,Restating
7118,851388,851390,851389,Default Transition,Default Rephrase,,Restating
7119,851396,851397,851395,Default Transition,Default Conflict,,Disagreeing
7120,851401,851403,851402,Default Transition,Default Rephrase,,Restating
7121,851405,851407,851406,Default Transition,Default Inference,,Arguing
7122,851409,851411,851410,Default Transition,Default Conflict,,Disagreeing
7123,851413,851415,851414,Default Transition,Default Rephrase,,Restating
7124,851421,851422,851420,Default Transition,Default Inference,,Arguing
7125,851419,851424,851423,Default Transition,Default Rephrase,,Restating
7126,851428,851430,851429,Default Transition,Default Rephrase,,Restating
7127,851434,851436,851435,Default Transition,Default Rephrase,,Restating
7128,851438,851440,851439,Default Transition,Default Rephrase,,Restating
7129,851442,851444,851443,Default Transition,Default Inference,,Arguing
7130,851449,851451,851450,Default Transition,Default Conflict,,Disagreeing
7131,851447,851453,851452,Default Transition,Default Inference,,Arguing
7132,851461,851463,851462,Default Transition,Default Inference,,Arguing
7133,851459,851465,851464,Default Transition,Default Rephrase,,Default Illocuting
7134,851469,851471,851470,Default Transition,Default Inference,,Arguing
7135,851475,851477,851476,Default Transition,Default Rephrase,,Restating
7136,851479,851481,851480,Default Transition,Default Rephrase,,Restating
7137,851491,851492,851490,Default Transition,Default Inference,,Arguing
7138,851485,851497,851496,Default Transition,Default Rephrase,,Restating
7139,851494,851499,851498,Default Transition,Default Rephrase,,Restating
7140,851503,851504,851502,Default Transition,Default Inference,,Arguing
7141,851506,851508,851507,Default Transition,Default Inference,,Arguing
7142,851512,851514,851513,Default Transition,Default Rephrase,,Restating
7143,851518,851520,851519,Default Transition,Default Inference,,Arguing
7144,851523,851524,851522,Default Transition,Default Conflict,,Disagreeing
7145,851542,851543,851541,Default Transition,Default Conflict,,Disagreeing
7146,851545,851547,851546,Default Transition,Default Inference,,Arguing
7147,851550,851552,851551,Default Transition,Default Conflict,,Disagreeing
7148,851556,851558,851557,Default Transition,Default Conflict,,Disagreeing
7149,851560,851561,851559,Default Transition,Default Rephrase,,Restating
7150,851525,851563,851562,Default Transition,Default Rephrase,,Restating
7151,851530,851565,851564,Default Transition,Default Rephrase,,Restating
7152,851532,851567,851566,Default Transition,Default Rephrase,,Restating
7153,851570,851571,851569,Default Transition,Default Conflict,,Disagreeing
7154,851574,851575,851573,Default Transition,Default Inference,,Arguing
7155,851577,851578,851576,Default Transition,Default Rephrase,,Restating
7156,851624,851625,851623,Default Transition,Default Rephrase,,Restating
7157,851682,851683,851681,Default Transition,Default Rephrase,,Restating
7158,851691,851693,851692,Default Transition,Default Inference,,Arguing
7159,851720,851721,851719,Default Transition,Default Conflict,,Disagreeing
7160,851722,851724,851723,Default Transition,Default Inference,,Arguing
7161,851736,851737,851735,Default Transition,Default Rephrase,,Default Illocuting
7162,851740,851741,851739,Default Transition,Default Inference,,Arguing
7163,851754,851756,851755,Default Transition,Default Inference,,Arguing
7164,851757,851759,851758,Default Transition,Default Conflict,,Disagreeing
7165,851761,851762,851760,Default Transition,Default Rephrase,,Restating
7166,851748,851764,851763,Default Transition,Default Rephrase,,Restating
7167,851749,851766,851765,Default Transition,Default Rephrase,,Restating
7168,851771,851773,851772,Default Transition,Default Conflict,,Disagreeing
7169,851775,851776,851774,Default Transition,Default Inference,,Arguing
7170,851805,851807,851806,Default Transition,Default Inference,,Arguing
7171,851809,851811,851810,Default Transition,Default Rephrase,,Restating
7172,851815,851819,851818,Default Transition,Default Inference,,Arguing
7173,851817,851821,851820,Default Transition,Default Rephrase,,Restating
7174,851839,851841,851840,Default Transition,Default Inference,,Arguing
7175,851846,851849,851848,Default Transition,Default Inference,,Arguing
7176,851892,851893,851891,Default Transition,Default Rephrase,,Restating
7177,851895,851896,851894,Default Transition,Default Rephrase,,Restating
7178,851898,851902,851901,Default Transition,Default Inference,,Arguing
7179,851899,851904,851903,Default Transition,Default Inference,,Arguing
7180,851900,851906,851905,Default Transition,Default Inference,,Arguing
7181,851908,851910,851909,Default Transition,Default Inference,,Arguing
7182,851911,851913,851912,Default Transition,Default Rephrase,,Restating
7183,851919,851921,851917,Default Transition,Default Inference,,Arguing
7184,851920,851922,851918,Default Transition,Default Inference,,Arguing
7185,851935,851937,851936,Default Transition,Default Rephrase,,Restating
7186,851940,851942,851941,Default Transition,Default Rephrase,,Restating
7187,851946,851948,851947,Default Transition,Default Rephrase,,Restating
7188,851956,851959,851958,Default Transition,Default Rephrase,,Restating
7189,851954,851961,851960,Default Transition,Default Inference,,Arguing
7190,851957,851963,851962,Default Transition,Default Conflict,,Disagreeing
7191,852044,852046,852042,Default Transition,Default Inference,,Arguing
7192,852068,852069,852067,Default Transition,Default Rephrase,,Default Illocuting
7193,852079,852080,852078,Default Transition,Default Rephrase,,Restating
7194,852082,852090,852089,Default Transition,Default Inference,,Arguing
7195,852092,852094,852093,Default Transition,Default Rephrase,,Restating
7196,852099,852100,852098,Default Transition,Default Rephrase,,Restating
7197,852103,852104,852102,Default Transition,Default Inference,,Arguing
7198,852107,852108,852106,Default Transition,Default Inference,,Arguing
7199,852111,852112,852110,Default Transition,Default Rephrase,,Restating
7200,852115,852116,852114,Default Transition,Default Inference,,Arguing
7201,852043,852118,852117,Default Transition,Default Rephrase,,Restating
7202,852125,852127,852126,Default Transition,Default Inference,,Arguing
7203,852129,852131,852130,Default Transition,Default Rephrase,,Restating
7204,852133,852135,852134,Default Transition,Default Inference,,Arguing
7205,852139,852141,852140,Default Transition,Default Rephrase,,Restating
