from,mid,last,L,I,predict,real
684763,684764,684767,"Nigel Owens : volunteers even who have given up time in helping others, caring about the neighbours, checking on people, going to get things for people who can't go and get things for themselves","volunteers even who have given up time in helping others, caring about the neighbours, checking on people, going to get things for people who can't go and get things for themselves",,Asserting
684772,684773,684776,Nigel Owens :  the other people as well in the country we must remember,the other people as well in the country we must remember,,Asserting
684799,684795,684792,Claire Fox : increasing the pay rise means that we put the NHS in a special case,increasing the pay rise means that we put the NHS in a special case,,Asserting
684808,684809,684810,Nigel Owens :  then so be it,let NHS workers be a special case,,Asserting
684819,684820,684821,"Nigel Owens : they certainly deserve for what they've done for us, every single one of us, and the country, over the last year, and before that as well","NHS workers certainly deserve for what they've done for us, every single one of us, and the country, over the last year, and before that as well",,Asserting
684744,684745,684750,Vaughan Gething :  Many young people are already carers for people in their family,many young people are already carers for people in their family,,Asserting
684759,684760,684762,"Vaughan Gething : we definitely will have something to say about mental health and wellbeing in our manifesto, not just physical health too","we definitely will have something to say about mental health and wellbeing in our manifesto, not just physical health too",,Asserting
684768,684769,684771,Vaughan Gething : I don't think you can guarantee it's one party or another who will benefit,Vaughan Gething doesn't think one can guarantee it's one party or another who will benefit from younger voters,,Asserting
684777,684778,684786,Vaughan Gething : we're asking to take Wales forward,we're asking to take Wales forward,,Asserting
684793,684798,684771,Fiona Bruce : You can't guarantee it,Vaughan Gething doesn't think one can guarantee it's one party or another who will benefit from younger voters,,Agreeing
684800,684801,684807,Fiona Bruce : you can see from evidence that's gone through elections before that generally younger people tend to favour Labour and independence parties,you can see from evidence that's gone through elections before that generally younger people tend to favour Labour and independence parties,,Asserting
684826,684827,684828,Kay Unknown : I've recently tragically lost my own sister to a gaping hole in services,Kay Unknown has recently tragically lost her own sister to a gaping hole in services,,Asserting
684830,684831,684832,"Kay Unknown : in Wales whatever, and the young people who are at the heart of decisions, that we should be building services around those people to support us","in Wales whatever, and the young people who are at the heart of decisions, that we should be building services around those people to support us",,Asserting
684835,684836,684837,"Kay Unknown : they will be ultimately the carers and the engineers and they will be the builders of the future, and the NHS staff","the young people will be ultimately the carers and the engineers and they will be the builders of the future, and the NHS staff",,Asserting
684842,684843,684844,"Kay Unknown : whoever the young people pick, I hope that they can see that they are deserving of a government that the framework is built for their wellbeing, that's physical and mental health","whoever the young people pick, Kay Unknown hopes that young people can see that they are deserving of a government that the framework is built for their wellbeing, that's physical and mental health",,Asserting
684847,684848,684849,Kay Unknown : I sincerely hope that that is taken seriously by all parties,Kay Unknown sincerely hopes that the framework being built for young people's wellbeing is taken seriously by all parties,,Asserting
684852,684853,684854,Ian Unknown : the answer to the question is which party is most vocal about introducing it,the answer to the question is which party is most vocal about introducing it,,Asserting
684857,684858,684859,"Ian Unknown : they've obviously done their research and they would know who is likely to vote for Labour, Conservative or Plaid","the young people who are most vocal about introducing a framework for young people's wellbeing has obviously done their research and they would know who is likely to vote for Labour, Conservative or Plaid",,Asserting
684861,684862,684863,"Ian Unknown : you've answered the question for yourself, really","you've answered the question for yourself, really",,Asserting
684873,684874,684875,Andrew Davies : that was part of the manifesto and people voted for it,Brexit was part of the manifesto and people voted for it,,Asserting
684877,684878,684879,Andrew Davies : people at this election will look at the manifestos,people at this election will look at the manifestos,,Asserting
684881,684882,684883,Andrew Davies : think do we need more constitutional chaos by having an independence referendum,"people looking at the manifestos will think ""do we need more constitutional chaos by having an independence referendum""",,Asserting
